posc_code,posc_name,erm_name,prj
21414,Beijing 1954 / Gauss-Kruger zone 14,BEIJING_1954/GAUSS_KRUGER_ZONE_14,Beijing_1954_GK_Zone_14
21415,Beijing 1954 / Gauss-Kruger zone 15,BEIJING_1954/GAUSS_KRUGER_ZONE_15,Beijing_1954_GK_Zone_15
21416,Beijing 1954 / Gauss-Kruger zone 16,BEIJING_1954/GAUSS_KRUGER_ZONE_16,Beijing_1954_GK_Zone_16
21417,Beijing 1954 / Gauss-Kruger zone 17,BEIJING_1954/GAUSS_KRUGER_ZONE_17,Beijing_1954_GK_Zone_17
21418,Beijing 1954 / Gauss-Kruger zone 18,BEIJING_1954/GAUSS_KRUGER_ZONE_18,Beijing_1954_GK_Zone_18
21419,Beijing 1954 / Gauss-Kruger zone 19,BEIJING_1954/GAUSS_KRUGER_ZONE_19,Beijing_1954_GK_Zone_19
21420,Beijing 1954 / Gauss-Kruger zone 20,BEIJING_1954/GAUSS_KRUGER_ZONE_20,Beijing_1954_GK_Zone_20
21421,Beijing 1954 / Gauss-Kruger zone 21,BEIJING_1954/GAUSS_KRUGER_ZONE_21,Beijing_1954_GK_Zone_21
21422,Beijing 1954 / Gauss-Kruger zone 22,BEIJING_1954/GAUSS_KRUGER_ZONE_22,Beijing_1954_GK_Zone_22
21423,Beijing 1954 / Gauss-Kruger zone 23,BEIJING_1954/GAUSS_KRUGER_ZONE_23,Beijing_1954_GK_Zone_23
4215,Belge 1950,BELGE_1950/GEODETIC,GCS_Belge_1950
4809,Belge 1950 (Brussels),RESEAU_NATIONAL_BELGE_1950_BRUSSELS/GEODETIC,GCS_Belge_1950_Brussels
21500,Belge 1950 (Brussels) / Belge Lambert 50,RESEAU_NATIONAL_BELGE_1950_BRUSSELS/BELGE_LAMBERT_50,Belge_Lambert_1950
4313,Belge 1972,BELGE_1972/GEODETIC,GCS_Belge_1972
4216,Bermuda 1957,BERMUDA_1957/GEODETIC,GCS_Bermuda_1957
4801,Bern 1898 (Bern),CH1903_BERN/GEODETIC,GCS_Bern_1898_Bern
4306,Bern 1938,BERN_1938/GEODETIC,GCS_Bern_1938
4165,Bissau,BISSAU/GEODETIC,GCS_Bissau
2095,Bissau / UTM zone 28N,BISSAU/UTM_ZONE_28N,Bissau_UTM_Zone_28N
4218,Bogota,BOGOTA/GEODETIC,GCS_Bogota
4802,Bogota (Bogota),BOGOTA_BOGOTA/GEODETIC,GCS_Bogota_Bogota
21892,Bogota / Colombia Bogota zone,BOGOTA/COLOMBIA_BOGOTA_ZONE,Unknown
21894,Bogota / Colombia East,BOGOTA/COLOMBIA_EAST_ZONE,Unknown
21893,Bogota / Colombia East Central zone,BOGOTA/COLOMBIA_EAST_CENTRAL_ZONE,Unknown
21891,Bogota / Colombia West zone,BOGOTA/COLOMBIA_WEST_ZONE,Unknown
21817,Bogota / UTM zone 17N,BOGOTA/NUTM17,Bogota_UTM_Zone_17N
21818,Bogota / UTM zone 18N,BOGOTA/NUTM18,Bogota_UTM_Zone_18N
4996,MAGNA,MAGNA,GCS_MAGNA
4686,MAGNA-SIRGAS,MAGNA-SIRGAS,MAGNA-SIRGAS
3114,MAGNA-SIRGAS / Colombia Far West,unknown,MAGNA_Colombia_Oeste_Oeste
3115,MAGNA-SIRGAS / Colombia West,unknown,MAGNA_Colombia_Oeste
3116,MAGNA-SIRGAS / Colombia Bogota,unknown,MAGNA_Colombia_Bogota
3117,MAGNA-SIRGAS / Colombia East Central,unknown,MAGNA_Colombia_Este
3118,MAGNA-SIRGAS / Colombia East,unknown,MAGNA_Colombia_Este_Este
4219,Bukit Rimpah,BUKIT_RIMPAH/GEODETIC,GCS_Bukit_Rimpah
4220,Camacupa,CAMACUPA/GEODETIC,GCS_Camacupa
22091,Camacupa / TM 11.30 SE,CAMACUPA/TM_11.30_SE,Camacupa_TM_11_30_SE
22092,Camacupa / TM 12 SE,CAMACUPA/TM_12_SE,Camacupa_TM_12_SE
22032,Camacupa / UTM zone 32S,CAMACUPA/SUTM32,Camacupa_UTM_Zone_32S
22033,Camacupa / UTM zone 33S,CAMACUPA/SUTM33,Camacupa_UTM_Zone_33S
4221,Campo Inchauspe,CAMPO_INCHAUSPE/GEODETIC,GCS_Campo_Inchauspe
22191,Campo Inchauspe / Argentina 1,CMPOINCH/TMARG1,Argentina_Zone_1
22192,Campo Inchauspe / Argentina 2,CMPOINCH/TMARG2,Argentina_Zone_2
22193,Campo Inchauspe / Argentina 3,CMPOINCH/TMARG3,Argentina_Zone_3
22194,Campo Inchauspe / Argentina 4,CMPOINCH/TMARG4,Argentina_Zone_4
22195,Campo Inchauspe / Argentina 5,CMPOINCH/TMARG5,Argentina_Zone_5
22196,Campo Inchauspe / Argentina 6,CMPOINCH/TMARG6,Argentina_Zone_6
22197,Campo Inchauspe / Argentina 7,CMPOINCH/TMARG7,Argentina_Zone_7
4222,Cape,CAPE/GEODETIC,GCS_Cape
22234,Cape / UTM zone 34S,CAPE/UTM_ZONE_34S,Cape_UTM_Zone_34S
22235,Cape / UTM zone 35S,CAPE/UTM_ZONE_35S,Cape_UTM_Zone_35S
22236,Cape / UTM zone 36S,CAPE/UTM_ZONE_36S,Cape_UTM_Zone_36S
4223,Carthage,CARTHAGE/GEODETIC,GCS_Carthage
4816,Carthage (Paris),CARTHAGE_PARIS/GEODETIC,GCS_Carthage_Paris
2088,Carthage / TM 11 NE,CARTHAGE/TM_11_NE,Carthage_TM_11_NE
22332,Carthage / UTM zone 32N,CARTHAGE/NUTM32,Carthage_UTM_Zone_32N
4149,CH1903,Unknown/GEODETIC,GCS_CH1903
4160,Chos Malal 1914,CHOS_MALAL_1914/GEODETIC,GCS_Chos_Malal_1914
2081,Chos Malal 1914 / Argentina zone 2,CHOS_MALAL_1914/ARGENTINA_ZONE_2,Chos_Malal_1914_Argentina_2
4151,CHTRF95,CHTRF95/GEODETIC,GCS_Swiss_TRF_1995
4224,Chua,CHUA/GEODETIC,GCS_Chua
4315,Conakry 1905,CONAKRY_1905/GEODETIC,GCS_Conakry_1905
31528,Conakry 1905 / UTM zone 28N,CONAKRY_1905/UTM_ZONE_28N,Conakry_1905_UTM_Zone_28N
31529,Conakry 1905 / UTM zone 29N,CONAKRY_1905/UTM_ZONE_29N,Conakry_1905_UTM_Zone_29N
4225,Corrego Alegre,CORREGO_ALEGRE/GEODETIC,GCS_Corrego_Alegre
22523,Corrego Alegre / UTM zone 23S,CORREGO_ALEGRE/UTM_ZONE_23S,Corrego_Alegre_UTM_Zone_23S
22524,Corrego Alegre / UTM zone 24S,CORREGO_ALEGRE/UTM_ZONE_24S,Corrego_Alegre_UTM_Zone_24S
4226,Cote d'Ivoire,COTE_D_IVOIRE/GEODETIC,GCS_Cote_d_Ivoire
4155,Dabola 1981,DABOLA_1981/GEODETIC,GCS_Dabola_1981
2063,Dabola 1981 / UTM zone 28N,CONAKRY_1905/UTM_ZONE_28N,Unknown
2064,Dabola 1981 / UTM zone 29N,CONAKRY_1905/UTM_ZONE_29N,Unknown
4274,Datum 73,DATUM_73/GEODETIC,GCS_Datum_73
27429,Datum 73 / UTM zone 29N,DATUM_73/UTM_ZONE_29N,Datum_73_UTM_Zone_29N
4316,Dealul Piscului 1933,DEALUL_PISCULUI_1933/GEODETIC,GCS_Dealul_Piscului_1933
4317,Dealul Piscului 1970,DEALUL_PISCULUI_1970/GEODETIC,GCS_Dealul_Piscului_1970
4227,Deir ez Zor,DEIR_EZ_ZOR/GEODETIC,GCS_Deir_ez_Zor
4314,DHDN,DHDN/GEODETIC,GCS_Deutsches_Hauptdreiecksnetz
31461,DHDN / 3-degree Gauss zone 1,DHDN/D3_DEGREE_GAUSS_KRUGER_ZONE_1,DHDN_3_Degree_Gauss_Zone_1
31462,DHDN / 3-degree Gauss zone 2,DHDN/D3_DEGREE_GAUSS_KRUGER_ZONE_2,Unknown
31463,DHDN / 3-degree Gauss zone 3,DHDN/D3_DEGREE_GAUSS_KRUGER_ZONE_3,Unknown
31464,DHDN / 3-degree Gauss zone 4,DHDN/D3_DEGREE_GAUSS_KRUGER_ZONE_4,Unknown
31465,DHDN / 3-degree Gauss zone 5,DHDN/D3_DEGREE_GAUSS_KRUGER_ZONE_5,Unknown
4602,Dominica 1945,DOMINICA_1945/GEODETIC,GCS_Dominica_1945
2002,Dominica 1945 / British West Indies Grid,DOMINICA_1945/BRITISH_WEST_INDIES_GRID,Dominica_1945_British_West_Indies_Grid
4228,Douala,DOUALA/GEODETIC,GCS_Douala
22832,Douala / UTM zone 32N,DOUALA/UTM_ZONE_32N,Douala_UTM_Zone_32N
4230,ED50,ED50/GEODETIC,GCS_European_1950
4154,ED50(ED77),ED50_ED77/GEODETIC,GCS_European_1950_ED77
2058,ED50(ED77) / UTM zone 38N,ED50_ED77/UTM_ZONE_38N,ED_1950_ED77_UTM_Zone_38N
2059,ED50(ED77) / UTM zone 39N,ED50_ED77/UTM_ZONE_39N,ED_1950_ED77_UTM_Zone_39N
2060,ED50(ED77) / UTM zone 40N,ED50_ED77/UTM_ZONE_40N,ED_1950_ED77_UTM_Zone_40N
2061,ED50(ED77) / UTM zone 41N,ED50_ED77/UTM_ZONE_41N,ED_1950_ED77_UTM_Zone_41N
23090,ED50 / TM 0 N,ED50/TM_0_N,ED_1950_TM_0_N
23095,ED50 / TM 5 NE,ED50/TM_5_NE,ED_1950_TM_5_NE
23028,ED50 / UTM zone 28N,ED50/NUTM28,ED_1950_UTM_Zone_28N
23029,ED50 / UTM zone 29N,ED50/NUTM29,ED_1950_UTM_Zone_29N
23030,ED50 / UTM zone 30N,ED50/NUTM30,ED_1950_UTM_Zone_30N
23031,ED50 / UTM zone 31N,ED50/NUTM31,ED_1950_UTM_Zone_31N
23032,ED50 / UTM zone 32N,ED50/NUTM32,ED_1950_UTM_Zone_32N
23033,ED50 / UTM zone 33N,ED50/NUTM33,ED_1950_UTM_Zone_33N
23034,ED50 / UTM zone 34N,ED50/NUTM34,ED_1950_UTM_Zone_34N
23035,ED50 / UTM zone 35N,ED50/NUTM35,ED_1950_UTM_Zone_35N
23036,ED50 / UTM zone 36N,ED50/NUTM36,ED_1950_UTM_Zone_36N
23037,ED50 / UTM zone 37N,ED50/NUTM37,ED_1950_UTM_Zone_37N
23038,ED50 / UTM zone 38N,ED50/NUTM38,ED_1950_UTM_Zone_38N
4231,ED87,ED87/GEODETIC,GCS_European_1987
4229,Egypt 1907,EGYPT_1907/GEODETIC,GCS_Egypt_1907
22991,Egypt 1907 / Blue Belt,EGYPT_1907/EGYPT_BLUE_BELT,Egypt_Blue_Belt
22994,Egypt 1907 / Extended Purple Belt,EGYPT07/TMEGYPTS,Egypt_Extended_Purple_Belt
22993,Egypt 1907 / Purple Belt,EGYPT07/TMEGYPTP,Egypt_Purple_Belt
22992,Egypt 1907 / Red Belt,EGYPT07/TMEGYPTR,Egypt_Red_Belt
4159,ELD79,ELD79/GEODETIC,GCS_European_Libyan_Datum_1979
2073,ELD79 / Libya zone 10,ELD79/LIBYA_ZONE_10,ELD_1979_Libya_10
2074,ELD79 / Libya zone 11,ELD79/LIBYA_ZONE_11,ELD_1979_Libya_11
2075,ELD79 / Libya zone 12,ELD79/LIBYA_ZONE_12,ELD_1979_Libya_12
2076,ELD79 / Libya zone 13,ELD79/LIBYA_ZONE_13,ELD_1979_Libya_13
2068,ELD79 / Libya zone 5,ELD79/LIBYA_ZONE_5,ELD_1979_Libya_5
2069,ELD79 / Libya zone 6,ELD79/LIBYA_ZONE_6,ELD_1979_Libya_6
2070,ELD79 / Libya zone 7,ELD79/LIBYA_ZONE_7,ELD_1979_Libya_7
2071,ELD79 / Libya zone 8,ELD79/LIBYA_ZONE_8,ELD_1979_Libya_8
2072,ELD79 / Libya zone 9,ELD79/LIBYA_ZONE_9,ELD_1979_Libya_9
2087,ELD79 / TM 12 NE,ELD79/TM_12_NE,ELD_1979_TM_12_NE
2077,ELD79 / UTM zone 32N,ELD79/UTM_ZONE_32N,ELD_1979_UTM_Zone_32N
2078,ELD79 / UTM zone 33N,ELD79/UTM_ZONE_33N,ELD_1979_UTM_Zone_33N
2079,ELD79 / UTM zone 34N,ELD79/UTM_ZONE_34N,ELD_1979_UTM_Zone_34N
2080,ELD79 / UTM zone 35N,ELD79/UTM_ZONE_35N,ELD_1979_UTM_Zone_35N
4133,EST92,EST92/GEODETIC,GCS_Estonia_1992
3300,Estonian Coordinate System of 1992,EST92/ESTONIAN_NATIONAL_GRID,Estonian_Coordinate_System_of_1992
4258,ETRF89,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/GEODETIC,GCS_ETRS_1989
2180,ETRF89 / Poland_CS92,ETRF89 / Poland_CS92,ETRS_1989_Poland_CS92
25884,ETRF89 / TM Baltic93,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/TM_BALTIC_93,ETRS_1989_TM_Baltic_1993
25828,ETRF89 / UTM zone 28N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_28N,ETRS_1989_UTM_Zone_28N
25829,ETRF89 / UTM zone 29N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_29N,ETRS_1989_UTM_Zone_29N
25830,ETRF89 / UTM zone 30N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_30N,ETRS_1989_UTM_Zone_30N
25831,ETRF89 / UTM zone 31N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_31N,ETRS_1989_UTM_Zone_31N
25832,ETRF89 / UTM zone 32N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_32N,ETRS_1989_UTM_Zone_32N
25833,ETRF89 / UTM zone 33N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_33N,ETRS_1989_UTM_Zone_33N
25834,ETRF89 / UTM zone 34N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_34N,ETRS_1989_UTM_Zone_34N
25835,ETRF89 / UTM zone 35N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_35N,ETRS_1989_UTM_Zone_35N
25836,ETRF89 / UTM zone 36N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_36N,ETRS_1989_UTM_Zone_36N
25837,ETRF89 / UTM zone 37N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_37N,ETRS_1989_UTM_Zone_37N
25838,ETRF89 / UTM zone 38N,EUROPEAN_TERRESTRIAL_REFERENCE_FRAME_89/UTM_ZONE_38N,ETRS_1989_UTM_Zone_38N
4232,Fahud,FAHUD/GEODETIC,GCS_Fahud
23239,Fahud / UTM zone 39N,FAHUD/NUTM39,Fahud_UTM_Zone_39N
23240,Fahud / UTM zone 40N,FAHUD/NUTM40,Fahud_UTM_Zone_40N
4132,FD58,FD58/GEODETIC,GCS_FD_1958
4233,Gandajika 1970,GANDAJIKA_1970/GEODETIC,Unknown
4234,Garoua,GAROUA/GEODETIC,GCS_Garoua
23433,Garoua / UTM zone 33N,GAROUA/UTM_ZONE_33N,Unknown
4204,GCS_Ain_el_Abd_1970,AINEL_ABD/LM2ARAMCO,GCS_Ain_el_Abd_1970
4272,GD49,GD49/GEODETIC,GCS_New_Zealand_1949
27291,GD49 / North Island Grid,GD49/NEW_ZEALAND_NORTH_ISLAND_NATIONAL_GRID,New_Zealand_North_Island
27292,GD49 / South Island Grid,GD49/NEW_ZEALAND_SOUTH_ISLAND_NATIONAL_GRID,New_Zealand_South_Island
4283,GDA94,GDA94/GEODETIC,GCS_GDA_1994
-1,GDA94/LAM_AUST2,GDA94/LAM_AUST2,Unknown
-1,GDA94 / LAM_SAUST,GDA94/LAM_SAUST,Unknown
28348,GDA94 / MGA zone 48,GDA94/MGA48,GDA_1994_MGA_Zone_48
28349,GDA94 / MGA zone 49,GDA94/MGA49,GDA_1994_MGA_Zone_49
28350,GDA94 / MGA zone 50,GDA94/MGA50,GDA_1994_MGA_Zone_50
28351,GDA94 / MGA zone 51,GDA94/MGA51,GDA_1994_MGA_Zone_51
28352,GDA94 / MGA zone 52,GDA94/MGA52,GDA_1994_MGA_Zone_52
28353,GDA94 / MGA zone 53,GDA94/MGA53,GDA_1994_MGA_Zone_53
28354,GDA94 / MGA zone 54,GDA94/MGA54,GDA_1994_MGA_Zone_54
28355,GDA94 / MGA zone 55,GDA94/MGA55,GDA_1994_MGA_Zone_55
28356,GDA94 / MGA zone 56,GDA94/MGA56,GDA_1994_MGA_Zone_56
28357,GDA94 / MGA zone 57,GDA94/MGA57,GDA_1994_MGA_Zone_57
28358,GDA94 / MGA zone 58,GDA94/MGA58,GDA_1994_MGA_Zone_58
28348,GDA94 / MGA zone 48,GDA94/UTM_ZONE_48S,GDA_1994_MGA_Zone_48
28349,GDA94 / MGA zone 49,GDA94/UTM_ZONE_49S,GDA_1994_MGA_Zone_49
28350,GDA94 / MGA zone 50,GDA94/UTM_ZONE_50S,GDA_1994_MGA_Zone_50
28351,GDA94 / MGA zone 51,GDA94/UTM_ZONE_51S,GDA_1994_MGA_Zone_51
28352,GDA94 / MGA zone 52,GDA94/UTM_ZONE_52S,GDA_1994_MGA_Zone_52
28353,GDA94 / MGA zone 53,GDA94/UTM_ZONE_53S,GDA_1994_MGA_Zone_53
28354,GDA94 / MGA zone 54,GDA94/UTM_ZONE_54S,GDA_1994_MGA_Zone_54
28355,GDA94 / MGA zone 55,GDA94/UTM_ZONE_55S,GDA_1994_MGA_Zone_55
28356,GDA94 / MGA zone 56,GDA94/UTM_ZONE_56S,GDA_1994_MGA_Zone_56
28357,GDA94 / MGA zone 57,GDA94/UTM_ZONE_57S,GDA_1994_MGA_Zone_57
28358,GDA94 / MGA zone 58,GDA94/UTM_ZONE_58S,GDA_1994_MGA_Zone_58
28348,GDA94 / Map Grid of Australia zone 48,GDA94/MGA48,GDA_1994_MGA_Zone_48
28349,GDA94 / Map Grid of Australia zone 49,GDA94/MGA49,GDA_1994_MGA_Zone_49
28350,GDA94 / Map Grid of Australia zone 50,GDA94/MGA50,GDA_1994_MGA_Zone_50
28351,GDA94 / Map Grid of Australia zone 51,GDA94/MGA51,GDA_1994_MGA_Zone_51
28352,GDA94 / Map Grid of Australia zone 52,GDA94/MGA52,GDA_1994_MGA_Zone_52
28353,GDA94 / Map Grid of Australia zone 53,GDA94/MGA53,GDA_1994_MGA_Zone_53
28354,GDA94 / Map Grid of Australia zone 54,GDA94/MGA54,GDA_1994_MGA_Zone_54
28355,GDA94 / Map Grid of Australia zone 55,GDA94/MGA55,GDA_1994_MGA_Zone_55
